name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | SAW | Copenhagen 2024","STICKER",22,"Sticker | SAW | Copenhagen 2024","STICKER",22,"","",,"","",,"[{""name"":""Sticker | SAW | Copenhagen 2024"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | SAW | Copenhagen 2024"",""type"":""STICKER"",""price"":22}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | FaZe Clan | Stockholm 2021","STICKER",22,"Sticker | FaZe Clan | Rio 2022","STICKER",10,"Sticker | Grayhound Gaming | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | FaZe Clan | Stockholm 2021"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | FaZe Clan | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"AK-47 | Uncharted (Minimal Wear)","Sticker | Twistzz (Glitter, Champion) | Antwerp 2022","STICKER",21,"Sticker | degster | Antwerp 2022","STICKER",10,"Sticker | broky (Champion) | Antwerp 2022","STICKER",10,"","",,"[{""name"":""Sticker | Twistzz (Glitter, Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | degster | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | broky (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | Gnome Mercy","STICKER",21,"","",,"","",,"","",,"[{""name"":""Sticker | Gnome Mercy"",""type"":""STICKER"",""price"":21}]"
"SSG 08 | Abyss (Minimal Wear)","Sticker | s1mple | Stockholm 2021","STICKER",13,"Sticker | ropz (Glitter, Champion) | Antwerp 2022","STICKER",18,"Sticker | B Hop","STICKER",17,"","",,"[{""name"":""Sticker | s1mple | Stockholm 2021"",""type"":""STICKER"",""price"":13},{""name"":""Sticker | ropz (Glitter, Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | B Hop"",""type"":""STICKER"",""price"":17}]"
"SSG 08 | Fever Dream (Field-Tested)","Sticker | ropz (Glitter, Champion) | Antwerp 2022","STICKER",18,"Sticker | rain (Champion) | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | ropz (Glitter, Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | rain (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"SSG 08 | Fever Dream (Field-Tested)","Sticker | fame (Glitter, Champion) | Rio 2022","STICKER",18,"Sticker | Heroic | Antwerp 2022","STICKER",10,"Sticker | Master Guardian","STICKER",10,"Sticker | n0rb3r7 (Glitter, Champion) | Rio 2022","STICKER",10,"[{""name"":""Sticker | fame (Glitter, Champion) | Rio 2022"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Heroic | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Master Guardian"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | n0rb3r7 (Glitter, Champion) | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | TYLOO | 2020 RMR","STICKER",18,"Sticker | TYLOO | 2020 RMR","STICKER",18,"Sticker | TYLOO | 2020 RMR","STICKER",18,"","",,"[{""name"":""Sticker | TYLOO | 2020 RMR"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | TYLOO | 2020 RMR"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | TYLOO | 2020 RMR"",""type"":""STICKER"",""price"":18}]"
"Desert Eagle | Bronze Deco (Factory New)","Sticker | flusha | Boston 2018","STICKER",3.26,"Sticker | jL | Shanghai 2024","STICKER",10,"Sticker | 910 | Shanghai 2024","STICKER",17,"","",,"[{""name"":""Sticker | flusha | Boston 2018"",""type"":""STICKER"",""price"":3.26},{""name"":""Sticker | jL | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 910 | Shanghai 2024"",""type"":""STICKER"",""price"":17}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Too Old for This","STICKER",17,"","",,"","",,"","",,"[{""name"":""Sticker | Too Old for This"",""type"":""STICKER"",""price"":17}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | zont1x (Champion) | Shanghai 2024","STICKER",10,"Sticker | chopper (Holo, Champion) | Shanghai 2024","STICKER",17,"","",,"","",,"[{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chopper (Holo, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":17}]"
"Galil AR | Green Apple (Factory New)","Sticker | Hot Rod Heat","STICKER",17,"","",,"","",,"","",,"[{""name"":""Sticker | Hot Rod Heat"",""type"":""STICKER"",""price"":17}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Broken Fang","STICKER",1.31,"Sticker | Nademan","STICKER",10,"Sticker | Terrorist-Tech","STICKER",17,"","",,"[{""name"":""Sticker | Broken Fang"",""type"":""STICKER"",""price"":1.31},{""name"":""Sticker | Nademan"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Terrorist-Tech"",""type"":""STICKER"",""price"":17}]"
"AK-47 | Uncharted (Minimal Wear)","Sticker | MIBR | Antwerp 2022","STICKER",10,"Sticker | FURIA | Antwerp 2022","STICKER",10,"Sticker | Imperial Esports | Antwerp 2022","STICKER",15,"","",,"[{""name"":""Sticker | MIBR | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Imperial Esports | Antwerp 2022"",""type"":""STICKER"",""price"":15}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | Imperial Esports | Antwerp 2022","STICKER",15,"Sticker | 9z Team | Rio 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Imperial Esports | Antwerp 2022"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | 9z Team | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | Pixel Avenger","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | Pixel Avenger"",""type"":""STICKER"",""price"":15}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | Obey SAS","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | Obey SAS"",""type"":""STICKER"",""price"":15}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Eternal Fire | Copenhagen 2024","STICKER",15,"Sticker | Eternal Fire | Copenhagen 2024","STICKER",15,"Sticker | Eternal Fire | Copenhagen 2024","STICKER",15,"Sticker | Eternal Fire | Copenhagen 2024","STICKER",15,"[{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15}]"
"MAC-10 | Sakkaku (Field-Tested)","Sticker | Glare","STICKER",10,"Sticker | Quick Peek","STICKER",15,"","",,"","",,"[{""name"":""Sticker | Glare"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Quick Peek"",""type"":""STICKER"",""price"":15}]"
"SSG 08 | Fever Dream (Field-Tested)","Sticker | FaZe Clan | Shanghai 2024","STICKER",10,"Sticker | Kaze | Shanghai 2024","STICKER",15,"Sticker | Perfect World | Shanghai 2024","STICKER",10,"Sticker | Perfect World | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | FaZe Clan | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Kaze | Shanghai 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Perfect World | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Perfect World | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Clear Polymer (Field-Tested)","Sticker | Pixel Avenger","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | Pixel Avenger"",""type"":""STICKER"",""price"":15}]"
"StatTrak™ Glock-18 | Wraiths (Field-Tested)","Sticker | Temperance","STICKER",10,"Sticker | Pixel Avenger","STICKER",15,"Sticker | Pixel Avenger","STICKER",15,"Sticker | Temperance","STICKER",10,"[{""name"":""Sticker | Temperance"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Pixel Avenger"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Pixel Avenger"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Temperance"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ MAC-10 | Rangeen (Field-Tested)","Sticker | Quick Peek","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | Quick Peek"",""type"":""STICKER"",""price"":15}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | Team Spirit | Copenhagen 2024","STICKER",10,"Sticker | Eternal Fire | Copenhagen 2024","STICKER",15,"","",,"","",,"[{""name"":""Sticker | Team Spirit | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Eternal Fire | Copenhagen 2024"",""type"":""STICKER"",""price"":15}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Aeldari Avatar","STICKER",14,"Sticker | saffee | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Aeldari Avatar"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | saffee | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | KOI | Copenhagen 2024","STICKER",14,"Sticker | KOI | Copenhagen 2024","STICKER",14,"Sticker | KOI | Copenhagen 2024","STICKER",14,"Sticker | KOI | Copenhagen 2024","STICKER",14,"[{""name"":""Sticker | KOI | Copenhagen 2024"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | KOI | Copenhagen 2024"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | KOI | Copenhagen 2024"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | KOI | Copenhagen 2024"",""type"":""STICKER"",""price"":14}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | From The Deep","STICKER",14,"","",,"","",,"","",,"[{""name"":""Sticker | From The Deep"",""type"":""STICKER"",""price"":14}]"
"P90 | Off World (Factory New)","Sticker | Hello P90","STICKER",2.39,"Sticker | Ancient Beast","STICKER",14,"","",,"","",,"[{""name"":""Sticker | Hello P90"",""type"":""STICKER"",""price"":2.39},{""name"":""Sticker | Ancient Beast"",""type"":""STICKER"",""price"":14}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Battle-Scarred)","Sticker | Aeldari Avatar","STICKER",14,"","",,"","",,"","",,"[{""name"":""Sticker | Aeldari Avatar"",""type"":""STICKER"",""price"":14}]"
"StatTrak™ P90 | Elite Build (Minimal Wear)","Sticker | jkaem | Berlin 2019","STICKER",14,"Sticker | jkaem | Berlin 2019","STICKER",14,"Sticker | jkaem | Berlin 2019","STICKER",14,"Sticker | jkaem | Berlin 2019","STICKER",14,"[{""name"":""Sticker | jkaem | Berlin 2019"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | jkaem | Berlin 2019"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | jkaem | Berlin 2019"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | jkaem | Berlin 2019"",""type"":""STICKER"",""price"":14}]"
"USP-S | Torque (Field-Tested)","Sticker | Aerial | Berlin 2019","STICKER",14,"Sticker | w0nderful (Champion) | Copenhagen 2024","STICKER",10,"Sticker | Natus Vincere | 2020 RMR","STICKER",10,"Sticker | Natus Vincere | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Aerial | Berlin 2019"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | w0nderful (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Natus Vincere | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Natus Vincere | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"AK-47 | Uncharted (Minimal Wear)","Sticker | Sharks Esports | Stockholm 2021","STICKER",13,"Sticker | Sharks Esports | Stockholm 2021","STICKER",13,"Sticker | Sharks Esports | Stockholm 2021","STICKER",13,"","",,"[{""name"":""Sticker | Sharks Esports | Stockholm 2021"",""type"":""STICKER"",""price"":13},{""name"":""Sticker | Sharks Esports | Stockholm 2021"",""type"":""STICKER"",""price"":13},{""name"":""Sticker | Sharks Esports | Stockholm 2021"",""type"":""STICKER"",""price"":13}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | s1mple | Stockholm 2021","STICKER",13,"","",,"","",,"","",,"[{""name"":""Sticker | s1mple | Stockholm 2021"",""type"":""STICKER"",""price"":13}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Baby Fire Serpent","STICKER",13,"","",,"","",,"","",,"[{""name"":""Sticker | Baby Fire Serpent"",""type"":""STICKER"",""price"":13}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | molodoy | Austin 2025","STICKER",13,"","",,"","",,"","",,"[{""name"":""Sticker | molodoy | Austin 2025"",""type"":""STICKER"",""price"":13}]"
"MAG-7 | Monster Call (Minimal Wear)","Sticker | Falcons | Austin 2025","STICKER",12,"","",,"","",,"","",,"[{""name"":""Sticker | Falcons | Austin 2025"",""type"":""STICKER"",""price"":12}]"
"StatTrak™ Galil AR | Vandal (Well-Worn)","Sticker | Boombl4 | Berlin 2019","STICKER",12,"","",,"","",,"","",,"[{""name"":""Sticker | Boombl4 | Berlin 2019"",""type"":""STICKER"",""price"":12}]"
"StatTrak™ Glock-18 | Wraiths (Field-Tested)","Sticker | Falcons | Austin 2025","STICKER",12,"","",,"","",,"","",,"[{""name"":""Sticker | Falcons | Austin 2025"",""type"":""STICKER"",""price"":12}]"
"AK-47 | VariCamo Grey (Minimal Wear)","Sticker | FURIA | Austin 2025","STICKER",11,"Sticker | BLAST.tv | Austin 2025","STICKER",10,"Sticker | BLAST.tv | Austin 2025","STICKER",10,"","",,"[{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | BLAST.tv | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Trigger Discipline (Field-Tested)","Sticker | Legendary Eagle Master","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | Legendary Eagle Master"",""type"":""STICKER"",""price"":11}]"
"Desert Eagle | Trigger Discipline (Field-Tested)","Sticker | donk | Shanghai 2024","STICKER",11,"Sticker | KSCERATO | Stockholm 2021","STICKER",10,"","",,"","",,"[{""name"":""Sticker | donk | Shanghai 2024"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | KSCERATO | Stockholm 2021"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Signal (Well-Worn)","Sticker | Evil Geniuses | Stockholm 2021","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | Evil Geniuses | Stockholm 2021"",""type"":""STICKER"",""price"":11}]"
"M4A4 | Converter (Minimal Wear)","Sticker | FaZe Clan | Antwerp 2022","STICKER",10,"Sticker | FaZe Clan | Antwerp 2022","STICKER",10,"Sticker | FaZe Clan | Antwerp 2022","STICKER",10,"Sticker | FaZe Clan | Antwerp 2022","STICKER",10,"[{""name"":""Sticker | FaZe Clan | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Copenhagen 2024"",""type"":""STICKER"",""price"":11}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Copenhagen 2024","STICKER",11,"[{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Copenhagen 2024"",""type"":""STICKER"",""price"":11}]"
"M4A4 | Converter (Minimal Wear)","Sticker | MOUZ | Paris 2023","STICKER",11,"Sticker | MOUZ | Paris 2023","STICKER",11,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"[{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"M4A4 | Converter (Minimal Wear)","Sticker | MOUZ | Paris 2023","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Fly High","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | Fly High"",""type"":""STICKER"",""price"":11}]"
"MAC-10 | Pipsqueak (Field-Tested)","Sticker | Zap Cat","STICKER",11,"Sticker | Chabo","STICKER",3.26,"Sticker | Snax | Austin 2025","STICKER",10,"Sticker | siuhy | Austin 2025","STICKER",10,"[{""name"":""Sticker | Zap Cat"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Chabo"",""type"":""STICKER"",""price"":3.26},{""name"":""Sticker | Snax | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | siuhy | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"MP9 | Goo (Field-Tested)","Sticker | Evil Geniuses | Stockholm 2021","STICKER",11,"Sticker | Evil Geniuses | Stockholm 2021","STICKER",11,"Sticker | Evil Geniuses | Stockholm 2021","STICKER",11,"","",,"[{""name"":""Sticker | Evil Geniuses | Stockholm 2021"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Evil Geniuses | Stockholm 2021"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Evil Geniuses | Stockholm 2021"",""type"":""STICKER"",""price"":11}]"
"R8 Revolver | Crimson Web (Minimal Wear)","Sticker | MOUZ | Paris 2023","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"SSG 08 | Fever Dream (Field-Tested)","Sticker | MOUZ | Paris 2023","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"StatTrak™ Glock-18 | Off World (Minimal Wear)","Sticker | MOUZ | Copenhagen 2024","STICKER",10,"Sticker | MOUZ | Copenhagen 2024","STICKER",10,"Sticker | MOUZ | Paris 2023","STICKER",11,"","",,"[{""name"":""Sticker | MOUZ | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MOUZ | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"StatTrak™ Nova | Rising Sun (Battle-Scarred)","Sticker | FURIA | Austin 2025","STICKER",11,"Sticker | FURIA | Austin 2025","STICKER",11,"Sticker | FURIA | Austin 2025","STICKER",11,"Sticker | FURIA | Austin 2025","STICKER",11,"[{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FURIA | Austin 2025"",""type"":""STICKER"",""price"":11}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | FaZe Clan | Copenhagen 2024","STICKER",11,"Sticker | FaZe Clan | Copenhagen 2024","STICKER",11,"Sticker | FaZe Clan | Copenhagen 2024","STICKER",11,"","",,"[{""name"":""Sticker | FaZe Clan | Copenhagen 2024"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FaZe Clan | Copenhagen 2024"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | FaZe Clan | Copenhagen 2024"",""type"":""STICKER"",""price"":11}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | MOUZ | Paris 2023","STICKER",11,"[{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MOUZ | Paris 2023"",""type"":""STICKER"",""price"":11}]"
